Title,Release Date,Genres,Overview,Original Language,Vote Average,Vote Count,Popularity,TMDB ID
Desierto,4/12/2015,"Thriller, Drama",group mexican emigrant attempt cross mexican border begin hopeful journey harrowing bloody primal fight survival derange rifle tote vigilante loyal belgian illinois dog chase group unarmed man woman treacherous borderland harsh unforgive desert terrain odd stack firmly discover hide unrelenting merciless killer,en,6.202,378,1.2356,258363
The Immature,1/21/2011,Comedy,high school friend haven see nearly year rekindle young self court cancel diploma force repeat final high school exam,it,6.202,786,0.3973,56909
Return to the Blue Lagoon,8/2/1991,"Adventure, Drama",sequel classic child strand beautiful island south pacific adult guide simple life eventually tan teenager love,en,6.202,1205,4.363,13888
Blue Thunder,2/5/1983,"Drama, Action, Thriller",los angeles california officer murphy veteran metropolitan police helicopter pilot suffer severe trauma harsh experience vietnam war lyman good resourceful new partner task test advanced heavily armed experimental chopper know blue thunder,en,6.2,498,1.5462,6341
"Confess, Fletch",9/16/2022,"Comedy, Mystery, Crime",roguish charming endlessly troublesome fletch prime suspect murder case search steal art collection way prove innocence find long list suspect culprit eccentric art dealer miss playboy crazy neighbour fletcher italian girlfriend crime fact disorganized,en,6.201,340,1.3982,724665
The Kid Who Would Be King,1/16/2019,"Action, Adventure, Fantasy, Family",old school magic meet modern world young alex stumble mythical sword excalibur soon unite friend enemy knight join force legendary wizard merlin save mankind wicked enchantress morgan army supernatural warrior,en,6.201,792,2.4424,454294
In Her Shoes,10/7/2005,"Comedy, Drama, Romance",irresponsible party girl maggie kick father stepmother home live free take hardworke sister philadelphia lawyer rise maggie disruptive way ruin sister love life rise turn grandmother know exist come life sister face complicated truth family,en,6.201,1219,1.4961,11931
The Mothman Prophecies,1/25/2002,"Drama, Horror, Mystery",reporter john klein plunge world impossible terror unthinkable chaos fate draw sleepy west virginia town resident visit great wing shape sow hideous nightmare fevere vision,en,6.201,1166,2.4787,2637
Short Circuit 2,7/6/1988,"Comedy, Family, Science Fiction, Drama",robot johnny move city help friend ben jarvis toy manufacturing enterprise manipulate criminal want use nefarious purpose,en,6.2,617,1.8481,11966
Get Smart,6/19/2008,"Action, Comedy, Thriller",member nefarious crime syndicate laos attack spy agency control identity secret agent compromise chief promote hapless eager analyst maxwell smart field agent partner veteran capable agent spy cover remain intact work thwart evil world domination plan laos crafty operative,en,6.2,3667,1.8837,11665
The Twilight Saga: Breaking Dawn - Part 1,11/16/2011,"Adventure, Fantasy, Romance",bella swan edward cullen honeymoon phase abruptly disrupt betrayal unforeseen tragedy endanger world,en,6.199,8963,12.3853,50619
The Land Before Time V: The Mysterious Island,9/12/1997,"Animation, Family, Adventure",little foot friend gang swarm leaf gobbler destroy home force find new home find mysterious island,en,6.199,324,1.0604,19165
Teen Wolf,8/23/1985,"Comedy, Fantasy, Romance",shy teenager newfound power help score basketball popular girl pretty hairy decision,en,6.2,1201,7.152,11824
Land of the Dead,6/18/2005,"Horror, Science Fiction, Thriller",world zombie survivor barricade inside walled city living dead wealthy hide skyscraper chaos rule street rest survivor find way stop evolve zombie break city,en,6.199,1648,2.5475,11683
Melinda and Melinda,12/22/2004,"Comedy, Drama, Romance",dine friend suggest difficulty separate comedy tragedy illustrate point tell guest parallel story melinda version basic element state affair lean levity anguish story involve melinda cope recent divorce substance abuse begin romantic relationship close friend husband,en,6.199,473,0.99,9688
Reign of Fire,7/9/2002,"Adventure, Action, Fantasy",post apocalyptic england american volunteer british survivor team fight brood fire breathing dragon seek return global dominance century rest underground brit lead clan survivor hunt king dragon stake mother kill dragon love alive,en,6.2,2316,3.1234,6278
Songbird,12/10/2020,"Science Fiction, Thriller",pandemic lock nice young man rare immunity overcome martial law murderous vigilante powerful family reunite love sara,en,6.198,760,2.0989,721625
Excision,9/12/2012,"Drama, Horror, Comedy",misunderstood teenager pauline struggle abrasive christian mother chronically ill sister aspiration surgeon increasingly violent psychosexual dream pauline slowly begin indulge fantasy mother try connect attempt mother proud strive cure sister,en,6.2,560,1.4081,84194
Sucker Punch,3/24/2011,"Action, Fantasy, Thriller",young woman institutionalize abusive stepfather retreat vivid fantasy world envision plan escape gather group fellow inmate embark quest collect mystical item blur line reality imagination,en,6.198,4842,3.9037,23629
Braven,2/1/2018,"Drama, Action, Thriller",logger defend family group dangerous drug runner,en,6.197,1056,4.9964,459910
Los Bandoleros,7/28/2009,"Action, Drama",film tell story character event lead explosive oil truck heist fast amp furious,en,6.2,365,0.1129,253835
The Land Before Time IV: Journey Through the Mists,11/1/1996,"Adventure, Animation, Comedy, Family",little foot grandfather fall ill dinosaur way cure flower forbidding land mist hold expect peril danger,en,6.2,344,0.9064,19164
Spartan,3/12/2004,"Mystery, Action, Drama, Thriller, Crime",government agent scott assign rescue daughter high rank government official willing bend rule thing scott shocked find willing protect political career,en,6.196,391,1.5021,11169
Double Impact,7/31/1991,"Thriller, Action, Crime, Drama",jean claude van dame play dual role alex chad twin separate death parent chad raise family retainer paris alex petty crook hong kong see picture alex chad rejoin convince rival hong kong man kill parent alex suspicious chad especially come girlfriend,en,6.2,1126,3.0102,9594
Jamon Jamon,9/3/1992,"Comedy, Drama, Romance",jose luis cushy corporate job lingerie factory mon own fall love propose silvia beautiful labourer underwear assembly line mon enlist raul potential underwear model bullfighter seduce silvia,es,6.196,367,2.0062,4507
Final Fantasy: The Spirits Within,7/2/2001,"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",lead strange dream scientist ski ross struggle collect spirit hope create force powerful protect planet aid deep eye squadron mentor sid ski save earth dark hate unleash spirit,en,6.196,1512,1.8909,2114
Silent Night,11/30/2023,"Action, Thriller, Crime",tormented father witness young son die catch gang crossfire christmas eve recover wound cost voice make vengeance life mission embark punishing training regiman order avenge son death,en,6.195,839,2.7919,891699
A Babysitter's Guide to Monster Hunting,10/14/2020,"Family, Fantasy, Adventure, Comedy",recruit secret society babysitter high schooner battle boogeyman monster nab boy s watch halloween,en,6.2,307,1.3953,624963
Bodies Bodies Bodies,8/5/2022,"Horror, Comedy, Mystery",isolated family mansion group rich something decide play body body body game secretly killer rest try escape thing turn bad real body start turn set paranoid dangerous chain event,en,6.194,1294,3.7182,520023
Accident Man,2/6/2018,"Action, Crime, Thriller",mike fall accident man stone cold killer love murder crew fall force avenge person actually mean,en,6.2,526,6.5864,455236
The Crew,5/4/2016,"Drama, Crime, Thriller",member gang thief commit mistake force work ruthless gang drug dealer endanger future team life family,fr,6.193,342,0.8887,393717
Kill List,9/2/2011,"Horror, Thriller, Crime",nearly year botched job whitman take new assignment promise big payoff killing start easy task soon unravel send killer heart darkness,en,6.193,807,1.5826,74725
47 Ronin,12/6/2013,"Drama, Action, Fantasy",kay outcast join rishi leader outcast samurai seek vengeance treacherous overlord kill master banish kind restore honour homeland warrior embark quest challenge series trial destroy ordinary warrior,en,6.193,3942,4.1082,64686
Lake Mungo,7/30/2009,"Horror, Thriller",year old alice palmer drown local dam family experience series strange inexplicable event enter home unsettle palmer seek help psychic para psychologist discover alice lead secret double life lake mango alice secret past emerge,en,6.193,593,2.48,27374
The Coldest Game,11/8/2019,"Drama, Thriller",warsaw poland cuban missile crisis josh minsky troubled match genius chess champion recruit hold dangerous public match soviet champion play deadly game espionage hide dark shadow hostile territory,pl,6.192,310,1.2216,585759
Mandy,9/13/2018,"Fantasy, Action, Horror",shadow mountain red mandy lead love peaceful existence pin scented haven savagely destroy red catapult phantasmagoric journey fill bloody vengeance lace fire,en,6.192,1996,2.9957,460885
Mark Felt: The Man Who Brought Down the White House,9/28/2017,"Drama, History, Thriller",story mark feel deep throat help journalist bob woodward carl bernstein uncover watergate scandal,en,6.2,528,1.3539,390061
Krampus,11/26/2015,"Horror, Comedy, Fantasy",dysfunctional family clash holiday young max disillusion turn christmas little know lack festive spirit unleash wrath grampus demonic force ancient evil intent punish nonbeliever,en,6.192,2270,4.4382,287903
Rambo III,5/24/1988,"Action, Adventure, Thriller, War",combat take toll rambo s finally begin find inner peace monastery ramos friend mentor col trauma ask help secret mission afghanistan rambo decline reconsider trauma capture,en,6.193,3282,5.184,1370
Zambezia,6/5/2012,"Comedy, Animation, Adventure, Family",set bustling bird city edge majestic victoria fall zambezi story kay naive high spirited young falcon travel bird city zambezi discover truth origin defend city learn community,en,6.191,311,1.376,133931
Dream House,9/29/2011,"Mystery, Drama, Thriller",publisher aten ton quit lucrative job new york relocate wife libby daughter quaint town new england settle home ate ton discover woman child murder survive husband town prime suspect help neighbour close murder family piece horrifying chain event,en,6.191,1382,1.32,69668
Happy Feet Two,11/17/2011,"Animation, Comedy, Family",mumble penguin problem son erik reluctant dance encounter mighty sven penguin fly thing bad mumble world shake powerful force cause bring penguin nation ally set thing right,en,6.191,1664,2.9231,65759
Alice in Wonderland,2/28/1999,"Fantasy, Family",alice follow white rabbit rabbit hole whimsical wonderland meet character like delightful cheshire cat clumsy white knight rude caterpillar hot temper queen heart grow foot tall shrink inch able return home,en,6.191,372,1.1773,30923
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,"Science Fiction, Adventure, Action, Comedy, Family",turtle shredder battle time canister ooze create turtle shredder want create army new mutant,en,6.191,1177,2.3466,1497
Death Wish,3/1/2018,"Action, Crime, Thriller, Drama",mil mannered father transform kill machine family tear apart violent act,en,6.19,2626,3.3377,395990
Rookie of the Year,7/7/1993,"Family, Comedy",year old henry rowe partner late father minor league baseball player grow dream play baseball despite physical shortcoming henry arm break try catch baseball school tendon arm heal tightly allow henry throw pitch fast mph henry spot nearby wrigley field larry fish fisher general manager struggle chicago cub henry throw opponent home run ball way outfield bleacher catcher henry pitcher team owner bob carson pray,en,6.179,364,1.8636,21845
Gold,1/13/2022,"Action, Adventure, Thriller",lotto distant future drifter travel desert stumble big gold nugget find dream immense wealth greed take hold hatch plan excavate bounty man leave secure necessary tool remain gold man remain endure harsh desert element ravenous wild dog mysterious intruder battle sink suspicion abandon fate,en,6.189,616,2.8771,760926
Under the Riccione Sun,7/1/2020,"Comedy, Romance",vacation crowded beach riccio group teenager fast friend grapple relationship issue romance,it,6.189,557,1.2282,694234
Stretch,10/14/2014,"Action, Comedy, Thriller",hard luck limo driver struggle straight pay debt bookie take job craze passenger seek ledger implicate seriously dangerous criminal,en,6.2,675,1.162,227300
Elizabethtown,10/14/2005,"Comedy, Drama, Romance",draw baylor fire cause shoe company lose hundred million dollar matter bad s dump girlfriend verge end draw get new lease life return family small kentucky hometown father die way meet flight attendant fall love,en,6.189,1133,1.8526,9621
The Hustle,5/9/2019,"Comedy, Crime",female scam artist low rent high class compete swindle naive tech prodigy fortune remake comedy dirty rotten scoundrel,en,6.19,2571,4.6322,449562
Untraceable,1/22/2008,"Thriller, Crime, Mystery, Drama, Horror",special agent jennifer marsh work elite division fri dedicate fight cube crime think see particularly sadistic criminal arise internet tech savvy killer post live feed crime website hit site get fast victim die marsh team find elusive killer time run,en,6.188,919,1.3236,8090
Aftermath,8/4/2021,"Horror, Crime, Drama, Thriller",desperate save marriage young couple take deal dream home disturb event reveal house trouble history,en,6.187,635,1.2867,763149
The Good Neighbor,9/16/2016,"Drama, Crime, Thriller, Horror",high school filmmaker decide create illusion haunting unsuspecting neighbour,en,6.187,457,0.9195,339994
Planes: Fire & Rescue,7/17/2014,"Animation, Comedy, Adventure, Family",world famous air racer dusty learn engine damage race shift gear launch world aerial firefighting dusty join force veteran fire rescue helicopter blade ranger team bunch terrain vehicle know smokejumper fearless team battle massive wildfire dusty learn take true hero,en,6.2,875,2.1634,218836
Neighbors,5/8/2014,Comedy,couple newborn baby face unexpected difficulty force live fraternity house,en,6.2,7032,3.8102,195589
Red Lights,3/2/2012,Thriller,investigator paranormal hoax veteran margaret mathewson young assistant tom buckley study varied metaphysical phenomenon aim prove fraudulent origin simon silver legendary blind psychic reappear enigmatic absence year great international challenge orthodox science professional sceptic tom start develop intense obsession silver magnetism strong new manifestation inexplicable event tom get close silver tension mount worldview threaten core,en,6.187,1304,2.4718,75638
The Devil's Own,3/13/1997,"Crime, Thriller, Drama",frankie mcguire ira deadly assassin draw american family crossfire terrorism send buy weapon frankie house family tom opera new york cop know frankie real identity surprising friendship tom grow suspicion force frankie choose promise peace lifetime murder,en,6.187,1262,1.904,4477
The Outsider,3/9/2018,"Crime, Drama, Mystery",american join yakima family release prison post world war ii osaka,en,6.186,663,1.4721,199928
Maps to the Stars,5/21/2014,Drama,drive intense need fame validation member dysfunctional hollywood family chase celebrity relentless ghost past,en,6.186,1101,1.224,157851
Snake Eyes,8/7/1998,"Thriller, Crime, Mystery",bet shady homicide cop rick sanford witness murder boxing match lifelong friend naval intelligence agent kevin dunne uncover conspiracy killing turn sanford make increasingly shocking discovery not turn blind eye,en,6.186,1403,1.8441,8688
Elizabeth Harvest,8/10/2018,"Science Fiction, Thriller, Horror, Mystery",newly marry elizabeth arrive new husband scientist henry magnificent house tell please enter certain closed room,en,6.185,364,1.0657,457041
The Interview,12/25/2014,"Action, Comedy",dave skylark producer aaron rapport run celebrity tabloid skylark tonight land interview surprise fan north korean dictator kim jon gun recruit turn trip pyongyang assassination mission,en,6.185,5950,5.3159,228967
Hummingbird,5/7/2013,"Action, Thriller",homeless run military court martial damage especial force soldier navigate london criminal underworld seize opportunity assume mans identity transform avenge angel process,en,6.185,1761,3.1298,136418
StreetDance 2,3/30/2012,"Music, Romance, Drama",suffer humiliation crew invincible street dancer ash look gather good dancer world rematch,en,6.185,383,1.0073,85373
This Means War,2/14/2012,"Action, Comedy, Romance",operative wage epic battle discover date woman,en,6.185,3457,3.5462,59962
The Tourist,12/8/2010,"Action, Thriller, Romance",american tourist frank meet mysterious british woman elise train venice romance bud meet eye,en,6.185,5531,3.5154,37710
Throw Momma from the Train,12/11/1987,"Comedy, Crime, Thriller",larry donner author cruel wife teach writing workshop student owen feed domineering mother owen watch hitchcock classic mirror life decide movie plot action offer kill larry wife larry promise murder mon larry get chance react plan owen set thing motion,en,6.185,603,1.9659,11896
Jersey Girl,3/25/2004,"Comedy, Romance, Drama",ollie trinket young suave music publicist new wife baby way life deal bum hand s suddenly face single fatherhood defunct career have father bounce take new love courage instill daughter,en,6.2,1086,2.2104,9541
House of 1000 Corpses,4/11/2003,Horror,teenage couple travel backwood texas search urban legend serial killer end prisoner bizarre sadistic backwater family serial killer,en,6.185,1656,2.4865,2662
Avalon High,1/28/2011,"Fantasy, Family, Drama, TV Movie",elaine ellie harrison move minnesota annapolis maryland parent yearlong sabbatical continue medieval study nearby washington new high school avalon high like typical high school stereotypical student lance jock jennifer cheerleader marco bad boy desperado senior class president quarterback good guy avalon high appear ellie eventually apparent avalon high situation ancient arthurian legend repeat,en,6.184,561,1.0067,50479
Belle's Magical World,2/16/1998,"Animation, Family",belle beast lumiere cog worth rest zany castle resident use imagination embark magical storybook adventure direct video anthology serve sequel disney animate hit film perfect world belle beast learn forgiveness finis folly lumiere girlfriend jealous bond belle broken wing beast learn kind injure bird,en,6.184,475,2.3229,20235
The Edge of Love,6/20/2008,"Drama, History, Romance",welsh poet dylan thomas flirtatious wife caitlin sweep war tear london thing expect bump dylan childhood sweetheart vera despite joy see dylan year vera sweep foot dash officer william killick find tear open adoration new find beau wily charm exotic welshman,en,6.184,378,1.2946,14061
Blood Work,8/9/2002,"Thriller, Crime, Action, Mystery",recover heart transplant retire fri profile return service blood analysis offer clue identity serial killer,en,6.184,841,1.5777,9573
House,12/6/1985,"Comedy, Horror, Fantasy",roger cobb divorce horror novelist come term disappearance young son inherit old mansion home malevolent supernatural resident,en,6.183,585,2.3221,11415
Hellraiser,9/28/2022,"Horror, Mystery",young woman struggle addiction come possession ancient puzzle box unaware purpose summon cen bite group sadistic supernatural being dimension,en,6.179,889,3.0976,338947
Billy Madison,2/10/1995,Comedy,billy madison year old son bryan madison rich man living hotel industry billy stand inherit father empire grade week grade prove take run family business,en,6.182,1694,3.4993,11017
Free Willy,7/16/1993,"Family, Adventure, Drama",maladjuste orphan jesse vandalize theme park place foster parent work park amend meet willy young orca whale separate family sensing kinship form bond help kindly whale trainer rae lindsey develop routine trick greedy park owner dial soon catch wind duo make plan profit,en,6.182,1858,3.0402,1634
The Instigators,8/2/2024,"Crime, Comedy",rory bobby unlikely partner throw heist go awry team unusual accomplice rory therapist outrun police backward bureaucrat vengeful crime boss,en,6.2,500,3.4662,1059064
Churchill,5/25/2017,"Drama, History",tick clock thriller follow winston churchill hour day,en,6.181,321,1.568,399790
Blitz,5/20/2011,"Crime, Action, Thriller",tough cop dispatch serial killer target police officer,en,6.181,1693,3.9366,55846
I Am Number Four,2/18/2011,"Action, Thriller, Science Fiction, Adventure",teenage fugitive incredible secret race stay step ahead mysterious force seek destroy sci action thriller dead run race find elusive number begin outwardly normal teen john smith get comfortable identity guardian henri constantly move town town pass day john gain strong grasp extraordinary new power bond being share fantastic fate grow strong,en,6.2,4768,4.9765,46529
The Empty Man,10/22/2020,"Horror, Mystery, Thriller",retire cop james bra ask friend investigate disappearance daughter seemingly pack night leave ominous message bathroom mirror man investigate mysterious figure james begin hear strange thing force come term past mean future,en,6.18,910,4.5035,516632
Horrible Bosses 2,11/12/2014,Comedy,dale kurt nick decide start business thing plan slick investor prompt trio pull harebrained misguided kidnapping scheme,en,6.18,4218,5.0093,227159
"Yours, Mine & Ours",11/23/2005,"Comedy, Family, Romance",admiral frank beardsley return new london run coast guard academy stop probable promotion head guard widower child run love tight ship chart salute kid long permanent home helen north free spirit designer child live love chaos occasional group hug helen frank high school sweetheart reconnect reunion love sight marry spot problem start set kid free spirit discipline preppie live war faction agree work end marriage,en,6.18,850,2.6669,13499
National Lampoon's European Vacation,7/25/1985,"Adventure, Comedy, Romance",gris wold win vacation europe game pack bag continent good catch flavor europe know good tourist trouble take holiday country speak language,en,6.18,919,2.6291,11418
American Pie Presents: Girls' Rules,10/6/2020,Comedy,senior year east great falls annie kayla michelle stephanie decide harness girl power band want year high school,en,6.179,663,5.6943,660982
The Joneses,4/16/2010,"Comedy, Drama",seemingly perfect family move suburban neighbourhood come truth live exactly come clean neighbour,en,6.179,602,0.8003,41479
Le Chef,3/7/2012,Comedy,veteran chef face restaurant group new co want establishment lose star rating order bring young chef specialize molecular gastronomy,fr,6.178,610,0.9355,85872
D2: The Mighty Ducks,3/25/1994,"Comedy, Action, Family, Drama",gordon bombay hockey comeback cut short name coach team hockey junior goodwill game bombay reunite mighty duck introduce new player find distract newfound fame gather duck defeat tournament favourite iceland,en,6.178,619,1.6445,11164
Idle Hands,4/30/1999,"Comedy, Horror, Fantasy, Romance",anton cheerful exceedingly ambitious year old stoner live stay buzz watch moon molly beautiful girl live door turn old cliche idle hand devil playground kernel truth,en,6.178,694,1.7773,6552
Attack on Titan II: End of the World,9/1/2015,"Horror, Science Fiction, Action",yeager leave restore break wall destroy titan come attack titans cornered ship come aid titans stop attack injure try protect admin swallow titan titan black hair appear begin expel titan,ja,6.2,361,3.0722,340382
Fierce Creatures,1/23/1997,"Comedy, Romance",expo iceman rollo lee send run mar wood zoo newly acquire business new zealand tycoon order meet high profit target zoo open rollo enforce new fierce creature policy impressive dangerous animal allow remain zoo keeper enthusiastic comply demand,en,6.177,364,0.9076,12145
Terminator 3: Rise of the Machines,7/2/2003,"Action, Thriller, Science Fiction",year john condor save earth judgment day s live radar steering clear sky net trace encounter robotic assassin order finish start good thing connor nemesis terminator aid adult condor like promise,en,6.177,6871,6.1769,296
Blood Father,8/11/2016,"Action, Thriller, Drama",econ reunite estranged wayward year old daughter protect drug dealer try kill,en,6.176,1577,3.1891,309886
White Bird in a Blizzard,10/15/2014,"Thriller, Drama",teenage girl life throw chaos mother disappear,en,6.2,726,1.2819,157825
Wendy Wu: Homecoming Warrior,6/16/2006,"Family, Action, Adventure, TV Movie, Comedy",story average popular american teenager name wendy discover order win coveted crown learn way warrior wendy track mind track lead directly title homecome queen unscheduled stop unnecessary detour mysterious chinese monk name arrive mold wendy fearless king fun warrior royal aspiration suddenly jump track desperately attempt juggle boyfriend homework course fierce competition homecome queen wendy begin train mind body spirit ancient tradition martial art inner warrior gradually begin emerge girl obsess popularity finally begin popularity perspective gradually realize truly matter life,en,6.176,425,1.0641,61717
Bad Lieutenant: Port of Call - New Orleans,9/11/2009,"Drama, Crime",terrence mcdonald new orleans police sergeant receive medal promotion lieutenant heroism hurricane katrina heroic act mcdonald injure addicted prescription pain medication find involve drug dealer suspect murder family african immigrant,en,6.2,1180,1.9793,11699
Dune,12/14/1984,"Action, Science Fiction, Adventure",year 10191 precious substance universe spice melange spice extend life spice expand consciousness spice vital space travel spice exist planet entire universe vast desert planet array know dune native inhabitant breman long hold prophecy man come messiah lead true freedom,en,6.2,3215,4.7422,841
Moonraker,6/26/1979,"Action, Adventure, Thriller, Science Fiction",draw industry moonraker space shuttle hijacked secret agent james bond assign investigate travel california meet company owner mysterious hugo draw help scientist holly godhead bond soon uncover draw nefarious plan humanity fend old nemesis jaw venture venice rio amazon outer space,en,6.176,2056,3.8741,698
Chinese Zodiac,12/20/2012,"Action, Adventure",asian hawk lead mercenary team recover lose artefact old summer palace bronze head chinese zodiac animal sack french british army imperial summer palace beijing assist chinese student parisian lady hawk stop accomplish mission,cn,6.2,840,4.2442,98567
Eye for an Eye,1/12/1996,Thriller,fire brimstone time grieve mother karen mccain take justice hand kangaroo court los angeles fail convict robert door monster rape murder year old daughter,en,6.175,426,3.732,17182
Spies Like Us,12/6/1985,"Comedy, Adventure",bumble government employee think spy discover actually decoy nuclear war,en,6.2,656,1.4015,9080
Assault on Precinct 13,1/19/2005,"Thriller, Action, Adventure, Crime, Drama",new year eve inside police station close good officer jake roe nick cobble force cop criminal save mob look kill mobster marion bishop,en,6.175,1128,2.1589,8978
Pink Flamingos,3/17/1972,"Comedy, Crime",notorious baltimore criminal underground figure divine go connie raymond marble sleazy married couple passionate attempt humiliate seize tabloid give title filthy person alive,en,6.175,519,1.764,692
Coup de Chance,9/15/2023,Drama,fanny jean ideal couple fulfil professional life live magnificent apartment beautiful district paris love day fanny crosse chance high school friend immediately capsize quickly close close,fr,6.174,396,0.8541,859235
Otherhood,8/13/2019,Comedy,feel forget mother day good friend leave suburb drive new york city surprise adult son,en,6.174,458,1.0833,531509
Police Story: Lockdown,12/24/2013,"Action, Crime, Drama",man look release longtime prisoner take police officer daughter group stranger hostage,zh,6.2,383,1.6648,219572
The Art of the Steal,9/20/2013,"Comedy, Crime",crunch calhoun rate motorcycle daredevil time art thief team snaky brother steal valuable book world book crunch s keen rewrite chapter past,en,6.2,579,1.3523,209247
Radio Rebel,6/9/2012,"Comedy, Drama, Family, TV Movie, Music",high school senior tara painfully shy dread speak hallway get call class privacy bedroom ipod hand rock mock broadcast miamis hot pm radio station happen own stepfather slot open slam tara surprise blossom mike confident radio rebel shock s hit,en,6.2,823,1.7016,89185
A Lonely Place to Die,4/9/2011,"Adventure, Action, Thriller, Crime",group mountaineer hike climb scottish highland discover young serbian girl bury small chamber wilderness catch terrifying game cat mouse kidnapper try girl safety,en,6.174,600,1.0299,81390
Sniper,1/29/1993,"Action, Drama, Thriller",tough guy thomas beckett soldier work panamanian jungle job seek rebel remove sniper skill beckett notorious lose partner mission time s accompany crack marksman richard miller,en,6.174,438,2.3138,9545
American Pastoral,10/20/2016,"Crime, Drama",set postwar america man watch seemingly perfect life fall apart daughter new political affiliation threaten destroy family,en,6.173,712,1.1326,326285
Passport to Paris,11/9/1999,"Comedy, Family",send paris visit grandfather twin fall love france mention french boy,en,6.2,304,1.1786,54004
Halloween 4: The Return of Michael Myers,10/21/1988,"Horror, Thriller",michael return enfield jamie lloyd orphan daughter laurie strode babysitter rachel loom stop unholy slaughter reach innocent young niece,en,6.2,1968,2.1344,11357
Bowfinger,8/12/1999,Comedy,verge bankruptcy desperate big break aspire filmmaker bobby bow finger concoct crazy plan ultimate dream movie rally ragtag team include starr eyed ingenue diva film studio gofer set shoot blockbuster feature big star hollywood kit ramsey let ramsey know s picture,en,6.173,892,1.8995,11353
Devil's Knot,5/9/2013,"Crime, Drama, Thriller",savage murder young child spark controversial trial teenager accuse kill kid satanic ritual,en,6.172,681,1.3192,152792
First Daughter,9/24/2004,"Family, Comedy, Drama, Romance",samantha mackenzie daughter president united states arrive college group secret service agent samantha resent presence decide want attend school like normal student father agree recall agent secretly assign james undercover agent pose student,en,6.172,961,2.7511,13969
In the Shadow of the Moon,9/27/2019,"Science Fiction, Thriller",philadelphia police officer thomas locke lock art hungry detective begin track serial killer crime defy scientific explanation killer mysteriously resurface year later lock obsession find truth threaten destroy career family possibly sanity,en,6.2,1473,2.3934,530382
The Babysitter,10/13/2017,"Comedy, Horror",cole stay past bedtime discover hot babysitter satanic cult stop quiet,en,6.171,3714,3.0451,419479
Tau,6/29/2018,"Science Fiction, Thriller, Horror",hold captive futuristic smart house woman hope escape befriend program control house,en,6.2,1297,1.7673,411143
A Haunted House 2,4/17/2014,"Comedy, Horror",exorcise demon sex malcolm start afresh new girlfriend child move dream home malcolm plague bizarre paranormal event,en,6.171,1505,6.539,184345
I Kill Giants,11/15/2017,"Fantasy, Drama",sophia new high school student try friend barbara tell kill giant protect way hometown inhabitant understand strange behavior,en,6.2,1196,1.4175,419831
The Omega Man,8/1/1971,"Science Fiction, Action, Drama, Thriller",experimental vaccine robert neville human survivor apocalyptic war wage biological weapon deform nocturnal people remain sensitive light homicidal psychotic,en,6.17,575,1.4423,11234
Antz,10/2/1998,"Animation, Family, Adventure, Comedy",neurotic worker ant love rebellious princess rise unlikely stardom switch place soldier sign march parade end command bloodthirsty general s actually enlist fight termite army,en,6.2,4555,4.0815,8916
The Hummingbird Project,3/15/2019,"Thriller, Drama",pair high frequency trader old boss effort million fiber optic cable deal,en,6.2,364,1.7899,489243
The Company You Keep,12/20/2012,"Drama, Thriller",weather underground activist go run journalist discover identity,en,6.168,726,1.6916,87496
Magic Mike,6/28/2012,"Drama, Comedy",mike experienced stripper take young performer call kid wing school art party pick woman make easy money,en,6.168,2989,2.555,77930
Saw V,10/23/2008,"Horror, Thriller, Crime",follow jigsaw grisly demise detective mark hoffman commend hero agent stream suspicious delf hoffman past group people series gruesome test,en,6.168,3633,4.0513,11917
A Bigger Splash,11/26/2015,"Drama, Thriller, Romance",american couple paul marianne spend vacation italy experience trouble marianne invite lover teenage daughter visit lead jealousy dangerous sexual scenario,en,6.167,792,1.5229,324807
New York Minute,5/7/2004,Comedy,student jane ryan head manhattan college scholarship competition rebellious twin roxy ryan go crash video shoot happen romp involve pursue truant officer smuggler hunk malicious guy girl realization chip sister good friend,en,6.167,901,1.8252,11025
Cheaper by the Dozen 2,12/21/2005,"Comedy, Family, Adventure",steve martin bonnie hunt return head baker family vacation find competition rival family child,en,6.167,2016,2.7163,9641
Saw IV,10/25/2007,"Horror, Thriller, Crime",despite jigsaw death order save life colleague lieutenant ring force new game promise test limit,en,6.167,3911,4.3881,663
Magic Mike XXL,7/1/2015,"Comedy, Drama",year mike bow stripper life game remain king tampa hit road myrtle beach blowout performance,en,6.166,1803,2.7455,264999
Escort in Love,3/18/2011,Comedy,year old alice husband son life beautiful dream soon turn nightmare husband die car accident lawyer tell upper way earn money short time resort old job history,it,6.166,623,0.5495,59570
Deep Rising,1/30/1998,"Adventure, Action, Horror, Science Fiction",group heavily armed hijacker board luxury ocean liner south pacific ocean loot battle series large sized tentacle mandate sea creature take ship,en,6.2,739,2.4942,9457
Apartment 7A,9/20/2024,"Horror, Thriller",struggle young dancer find draw dark force peculiar connected old couple promise shot fame,en,6.2,312,3.4118,807339
The Ledge,5/6/2011,"Drama, Thriller",thriller battle philosophy fundamentalist christian atheist escalate lethal battle will,en,6.165,360,1.4391,63493
The Producers,12/25/2005,Comedy,broadway producer max bialystok accountant leo bloom plan money charming wealthy old biddy invest production time actual cost surefire flop ask money certain flop tasteless musical celebrating hitler,en,6.2,476,1.2842,9899
